toehold,n_converged,n_dropped,value0_min,value0_max,deter_min,deter_max,sealed_bid,sealed_value0
0.0,6,0,0.18397399867431885,0.1843597032327919,3.1871890844400845e-05,0.33328303550494137,1.4728572487518767,0.21552298856144822
0.05,4,2,0.2714328952511234,0.27155979385881934,0.2506255341592501,0.3332064705585628,1.4729814430010812,0.2973977619869801
0.1,4,2,0.3589431378626503,0.3590919351760071,0.1684366945860077,0.3331298012103661,1.4729451755193752,0.37975460359133806
0.15,4,2,0.45530056298383054,0.4555370815026024,0.2160410024915979,0.3332612798345107,1.4729135291965492,0.46234038273993117
0.2,4,2,0.6564093397162325,0.6577295392966827,0.3332698592458809,0.33329960278401755,1.543674853231479,0.5459878213943082
